post_id,time_of_day,day_of_week,full_datelikes_count
1065203,day,monday,2023-03-20 13:02:54,1010
1065109,morning,monday,2023-03-20 11:32:24,469
1065062,morning,monday,2023-03-20 10:02:03,346
1064764,day,sunday,2023-03-19 17:30:00,489
1064667,day,sunday,2023-03-19 15:33:02,289
1064563,day,sunday,2023-03-19 13:30:00,439
1064448,morning,sunday,2023-03-19 11:30:00,521
1064416,morning,sunday,2023-03-19 10:00:04,648
1064211,day,saturday,2023-03-18 16:05:00,395
1064137,day,saturday,2023-03-18 14:02:13,411
1064045,morning,saturday,2023-03-18 10:32:32,320
1064034,morning,saturday,2023-03-18 10:03:26,212
1063712,day,friday,2023-03-17 17:34:24,502
1063617,day,friday,2023-03-17 14:54:50,294
1063515,day,friday,2023-03-17 12:33:23,157
1063410,morning,friday,2023-03-17 11:02:31,305
1063387,morning,friday,2023-03-17 10:45:30,299
1063357,morning,friday,2023-03-17 10:07:38,310
1063156,evening,thursday,2023-03-16 19:50:04,782
1062964,day,thursday,2023-03-16 17:02:30,526
1062869,day,thursday,2023-03-16 15:31:54,292
1062792,day,thursday,2023-03-16 14:01:34,258
1062703,day,thursday,2023-03-16 12:16:10,545
1062592,morning,thursday,2023-03-16 10:38:29,284
1062296,day,wednesday,2023-03-15 17:45:59,187
1062157,day,wednesday,2023-03-15 16:00:04,363
1062090,day,wednesday,2023-03-15 15:04:51,370
1062004,day,wednesday,2023-03-15 13:01:54,596
1061902,morning,wednesday,2023-03-15 11:24:22,393
1061512,evening,tuesday,2023-03-14 20:03:56,541
1061484,evening,tuesday,2023-03-14 19:40:15,291
1061370,day,tuesday,2023-03-14 17:34:27,905
1061237,day,tuesday,2023-03-14 15:30:00,424
1061116,day,tuesday,2023-03-14 13:37:40,709
1060887,morning,tuesday,2023-03-14 10:31:36,493
1060614,evening,monday,2023-03-13 18:00:35,238
1060448,day,monday,2023-03-13 14:35:44,649
1060374,day,monday,2023-03-13 13:02:03,546
1060261,morning,monday,2023-03-13 11:32:53,452
1059956,day,sunday,2023-03-12 16:30:00,296
1059898,day,sunday,2023-03-12 15:04:19,664
1059818,day,sunday,2023-03-12 13:31:52,402
1059734,day,sunday,2023-03-12 12:00:10,318
1059659,morning,sunday,2023-03-12 10:31:15,405
1059111,day,saturday,2023-03-11 17:50:13,1545
1059024,day,saturday,2023-03-11 16:19:06,390
1058966,day,saturday,2023-03-11 14:48:00,397
1058902,day,saturday,2023-03-11 13:20:05,432
1058851,morning,saturday,2023-03-11 11:47:00,550
1058601,day,friday,2023-03-10 16:35:13,337
1058507,day,friday,2023-03-10 14:05:32,504
1058389,morning,friday,2023-03-10 11:33:06,722
1058073,evening,thursday,2023-03-09 18:09:34,630
1057938,day,thursday,2023-03-09 16:39:25,527
1057891,day,thursday,2023-03-09 15:54:46,631
1057718,day,thursday,2023-03-09 12:01:07,322
1057644,morning,thursday,2023-03-09 11:00:48,229
1057210,evening,wednesday,2023-03-08 18:01:23,995
1057124,day,wednesday,2023-03-08 15:01:55,358
1057082,day,wednesday,2023-03-08 14:00:04,322
1057020,day,wednesday,2023-03-08 12:00:06,679
1056960,morning,wednesday,2023-03-08 10:32:00,660
1056922,morning,wednesday,2023-03-08 09:00:06,1510
1056753,evening,tuesday,2023-03-07 19:06:58,346
1056682,day,tuesday,2023-03-07 17:34:57,265
1056608,day,tuesday,2023-03-07 16:05:37,498
1056557,day,tuesday,2023-03-07 15:17:42,460
1056555,day,tuesday,2023-03-07 15:11:41,987
1056448,day,tuesday,2023-03-07 12:20:59,85
1055983,day,monday,2023-03-06 17:04:39,620
1055792,day,monday,2023-03-06 14:36:38,812
1055601,morning,monday,2023-03-06 11:33:02,634
1055545,morning,monday,2023-03-06 10:03:07,499
1055266,day,sunday,2023-03-05 17:41:16,251
1055189,day,sunday,2023-03-05 15:46:29,337
1055128,day,sunday,2023-03-05 13:50:47,447
1055068,day,sunday,2023-03-05 12:04:31,871
1054756,day,saturday,2023-03-04 17:33:19,280
1054705,day,saturday,2023-03-04 15:48:28,386
1054609,day,saturday,2023-03-04 13:47:13,291
1054539,morning,saturday,2023-03-04 11:48:17,5202
1054240,evening,friday,2023-03-03 20:16:54,511
1054220,evening,friday,2023-03-03 19:48:06,417
1054141,evening,friday,2023-03-03 18:08:17,606
1054074,day,friday,2023-03-03 16:49:03,1028
1053932,day,friday,2023-03-03 14:33:42,427
1053774,day,friday,2023-03-03 12:06:59,912
1053095,day,thursday,2023-03-02 12:05:54,1006
1053040,morning,thursday,2023-03-02 11:23:19,1104
1052553,evening,wednesday,2023-03-01 19:03:15,857
1052204,day,wednesday,2023-03-01 14:39:18,1238
1052194,day,wednesday,2023-03-01 14:37:31,1919
1052078,morning,wednesday,2023-03-01 11:44:15,894
1051786,evening,tuesday,2023-02-28 19:01:25,781
1051741,day,tuesday,2023-02-28 17:46:24,408
1051240,day,monday,2023-02-27 17:50:00,202
1051149,day,monday,2023-02-27 16:17:00,687
1050943,day,monday,2023-02-27 12:01:55,639
1050422,day,sunday,2023-02-26 16:30:00,313
1050237,day,sunday,2023-02-26 14:00:03,337
1050133,day,sunday,2023-02-26 12:23:21,520
1049889,evening,saturday,2023-02-25 18:20:00,650
1049832,day,saturday,2023-02-25 17:02:56,448
1049768,day,saturday,2023-02-25 15:45:20,344
1049733,day,saturday,2023-02-25 14:05:11,323
1049458,evening,friday,2023-02-24 19:01:00,394
1049408,day,friday,2023-02-24 17:33:32,238
1048663,day,thursday,2023-02-23 17:00:54,684
1048589,day,thursday,2023-02-23 15:02:44,649
1048505,day,thursday,2023-02-23 13:14:25,2867
1048343,morning,thursday,2023-02-23 09:00:35,986
1048050,evening,wednesday,2023-02-22 19:20:00,253
1047987,evening,wednesday,2023-02-22 18:22:45,210
1047953,day,wednesday,2023-02-22 17:51:47,212
1047308,day,tuesday,2023-02-21 17:17:15,171
1047105,day,tuesday,2023-02-21 14:30:31,1250
1046959,morning,tuesday,2023-02-21 09:47:19,418
1046709,day,monday,2023-02-20 17:08:13,255
1046585,day,monday,2023-02-20 15:03:29,855
1046498,day,monday,2023-02-20 12:08:03,488
1046110,day,sunday,2023-02-19 17:30:00,249
1046050,day,sunday,2023-02-19 16:00:03,324
1046004,day,sunday,2023-02-19 14:00:03,621
1045940,day,sunday,2023-02-19 12:15:00,538
1045878,morning,sunday,2023-02-19 11:13:05,235
1045364,day,saturday,2023-02-18 16:48:09,691
1045304,day,saturday,2023-02-18 15:34:30,351
1045247,day,saturday,2023-02-18 14:23:44,210
1045205,day,saturday,2023-02-18 13:24:55,572
1044875,day,friday,2023-02-17 17:01:40,249
1044704,day,friday,2023-02-17 14:31:07,535
1044623,day,friday,2023-02-17 13:00:53,166
1044495,morning,friday,2023-02-17 11:36:26,295
1044409,morning,friday,2023-02-17 10:01:48,374
1044081,evening,thursday,2023-02-16 18:03:07,586
1043961,day,thursday,2023-02-16 16:31:40,804
1043881,day,thursday,2023-02-16 14:25:52,698
1043757,day,thursday,2023-02-16 12:33:27,491
1043708,morning,thursday,2023-02-16 11:08:14,276
1043349,day,wednesday,2023-02-15 14:44:17,550
1043237,day,wednesday,2023-02-15 12:36:23,399
1042889,evening,tuesday,2023-02-14 20:03:44,307
1042767,evening,tuesday,2023-02-14 18:33:13,487
1042592,day,tuesday,2023-02-14 17:04:26,258
1042532,day,tuesday,2023-02-14 16:28:52,327
1042416,day,tuesday,2023-02-14 15:16:49,417
1042168,morning,tuesday,2023-02-14 11:57:27,450
1041954,morning,tuesday,2023-02-14 09:33:00,601
1041679,day,monday,2023-02-13 15:17:54,575
1041472,morning,monday,2023-02-13 09:04:24,217
1041135,day,sunday,2023-02-12 17:01:01,922
1041047,day,sunday,2023-02-12 14:33:22,416
1040858,day,sunday,2023-02-12 12:01:18,583
1040652,day,saturday,2023-02-11 15:24:29,523
1040458,morning,saturday,2023-02-11 10:03:21,200
1040156,evening,friday,2023-02-10 18:35:10,469
1040114,day,friday,2023-02-10 17:03:13,689
1040053,day,friday,2023-02-10 16:17:40,325
1039826,day,friday,2023-02-10 13:25:04,488
1039815,day,friday,2023-02-10 13:10:25,278
1039702,morning,friday,2023-02-10 11:06:12,698
1039637,morning,friday,2023-02-10 09:06:09,136
1039394,evening,thursday,2023-02-09 19:13:05,400
1039371,evening,thursday,2023-02-09 18:20:27,195
1039169,day,thursday,2023-02-09 13:30:59,494
1039128,day,thursday,2023-02-09 12:01:01,313
1039047,morning,thursday,2023-02-09 10:34:00,411
1038872,evening,wednesday,2023-02-08 21:00:31,267
1038860,evening,wednesday,2023-02-08 20:37:49,823
1038704,day,wednesday,2023-02-08 17:02:42,318
1038564,day,wednesday,2023-02-08 15:00:03,324
1038361,day,wednesday,2023-02-08 12:04:06,413
1038283,morning,wednesday,2023-02-08 10:41:26,336
1037469,day,monday,2023-02-06 16:51:50,489
1037438,day,monday,2023-02-06 16:00:54,636
1037260,day,monday,2023-02-06 12:02:55,351
1037128,morning,monday,2023-02-06 09:04:01,190
1036841,day,sunday,2023-02-05 15:33:23,542
1036715,day,sunday,2023-02-05 13:01:56,654
1036649,morning,sunday,2023-02-05 11:38:43,319
1036600,morning,sunday,2023-02-05 10:08:55,157
1036241,day,saturday,2023-02-04 15:02:05,150
1036175,day,saturday,2023-02-04 13:34:00,395
1036128,day,saturday,2023-02-04 12:34:49,801
1036103,morning,saturday,2023-02-04 09:58:51,102
1035830,evening,friday,2023-02-03 18:07:33,329
1035738,day,friday,2023-02-03 16:33:46,369
1035710,day,friday,2023-02-03 15:56:11,369
1035478,morning,friday,2023-02-03 11:39:29,420
1035354,morning,friday,2023-02-03 09:03:18,136
1035086,evening,thursday,2023-02-02 19:35:05,346
1035013,evening,thursday,2023-02-02 18:39:01,384
1034894,day,thursday,2023-02-02 16:11:55,471
1034689,day,thursday,2023-02-02 12:22:21,411
1034566,morning,thursday,2023-02-02 10:00:05,421
1034230,day,wednesday,2023-02-01 16:18:00,595
1034101,day,wednesday,2023-02-01 12:02:27,190
1034036,morning,wednesday,2023-02-01 10:02:24,220
1033425,day,tuesday,2023-01-31 14:02:16,648
1033306,day,tuesday,2023-01-31 12:12:22,174
1033238,morning,tuesday,2023-01-31 09:03:37,144
1033040,evening,monday,2023-01-30 18:35:02,385
1032921,day,monday,2023-01-30 16:18:06,631
1032711,day,monday,2023-01-30 12:53:13,242
1032561,morning,monday,2023-01-30 09:03:07,128
1032355,day,sunday,2023-01-29 15:04:10,487
1032314,day,sunday,2023-01-29 13:35:22,354
1032237,morning,sunday,2023-01-29 11:01:58,372
1031831,day,saturday,2023-01-28 15:02:01,468
1031789,day,saturday,2023-01-28 13:34:52,453
1031766,day,saturday,2023-01-28 12:55:15,589
1031435,day,friday,2023-01-27 16:46:24,455
1031278,day,friday,2023-01-27 13:51:22,614
1031212,day,friday,2023-01-27 12:25:30,516
1030832,day,thursday,2023-01-26 16:30:43,394
1030758,day,thursday,2023-01-26 14:50:28,427
1030569,morning,thursday,2023-01-26 11:00:47,259
1030501,morning,thursday,2023-01-26 09:18:11,175
1030297,evening,wednesday,2023-01-25 19:02:00,540
1030186,day,wednesday,2023-01-25 16:44:04,383
1030156,day,wednesday,2023-01-25 15:59:14,1277
1029651,day,tuesday,2023-01-24 17:10:14,351
1029599,day,tuesday,2023-01-24 16:14:33,325
1029485,day,tuesday,2023-01-24 14:12:28,604
1029353,day,tuesday,2023-01-24 12:14:37,149
1029201,morning,tuesday,2023-01-24 09:10:21,169
1028848,day,monday,2023-01-23 15:00:44,911
1028757,day,monday,2023-01-23 13:00:48,389
1028650,morning,monday,2023-01-23 10:49:29,344
1028408,day,sunday,2023-01-22 14:21:43,316
1028368,day,sunday,2023-01-22 12:06:37,693
1028330,morning,sunday,2023-01-22 10:07:12,263
1028056,day,saturday,2023-01-21 15:14:17,589
1027921,morning,saturday,2023-01-21 11:18:53,606
1027644,day,friday,2023-01-20 16:01:02,316
1027550,day,friday,2023-01-20 13:34:47,571
1027410,morning,friday,2023-01-20 09:40:16,163
1027143,day,thursday,2023-01-19 17:05:53,486
1027076,day,thursday,2023-01-19 15:40:28,515
1026583,day,wednesday,2023-01-18 16:34:28,239
1026506,day,wednesday,2023-01-18 15:07:11,251
1026411,day,wednesday,2023-01-18 12:30:01,382
1026383,morning,wednesday,2023-01-18 11:47:33,400
1025896,day,tuesday,2023-01-17 17:38:06,354
1025834,day,tuesday,2023-01-17 16:51:01,492
1025685,day,tuesday,2023-01-17 15:07:34,1217
1025149,day,monday,2023-01-16 16:35:18,903
1025142,day,monday,2023-01-16 16:20:01,524
1024605,day,sunday,2023-01-15 14:33:33,700
1024544,day,sunday,2023-01-15 13:18:26,1240
1024479,day,sunday,2023-01-15 12:22:46,717
1024058,day,saturday,2023-01-14 16:28:52,6194
1023724,day,friday,2023-01-13 16:54:29,478
1022971,day,thursday,2023-01-12 16:43:02,316
1022852,day,thursday,2023-01-12 15:23:46,641
1022111,day,wednesday,2023-01-11 12:41:12,883
1021647,evening,tuesday,2023-01-10 19:01:57,481
1021606,evening,tuesday,2023-01-10 18:35:38,628
1021461,day,tuesday,2023-01-10 16:24:32,614
1021018,day,monday,2023-01-09 17:34:56,164
1020913,day,monday,2023-01-09 15:53:21,477
1020696,morning,monday,2023-01-09 09:29:12,192
1020182,morning,saturday,2023-01-07 09:31:11,1797
1019735,morning,friday,2023-01-06 09:34:56,276
1019453,morning,thursday,2023-01-05 09:24:19,215
1019080,morning,wednesday,2023-01-04 09:20:29,247
1018740,morning,tuesday,2023-01-03 09:27:28,192
1018559,morning,monday,2023-01-02 09:14:11,120
1018384,evening,saturday,2022-12-31 23:30:02,1472
1017986,day,friday,2022-12-30 15:06:56,982
1017623,day,thursday,2022-12-29 16:33:00,776
1017145,day,wednesday,2022-12-28 16:35:37,879
1016658,day,tuesday,2022-12-27 16:34:33,675
1016517,day,tuesday,2022-12-27 14:23:13,1312
1015995,evening,monday,2022-12-26 19:42:37,954
1015968,evening,monday,2022-12-26 19:21:20,668
1015919,evening,monday,2022-12-26 18:19:04,837
1015901,day,monday,2022-12-26 17:56:02,316
1014674,evening,friday,2022-12-23 19:46:10,957
1014666,evening,friday,2022-12-23 19:35:21,1818
1013963,evening,thursday,2022-12-22 18:28:27,320
1013693,morning,thursday,2022-12-22 10:48:21,241
1013333,day,wednesday,2022-12-21 16:31:06,232
1012639,evening,tuesday,2022-12-20 19:41:33,717
1012357,day,tuesday,2022-12-20 15:32:03,396
1012242,day,tuesday,2022-12-20 14:06:05,196
1011552,day,monday,2022-12-19 16:27:13,326
1011378,day,monday,2022-12-19 13:44:30,543
1010661,day,sunday,2022-12-18 14:04:05,1194
1010363,evening,saturday,2022-12-17 18:18:00,312
1010218,day,saturday,2022-12-17 15:20:00,489
1010130,day,saturday,2022-12-17 12:06:03,500
1009853,evening,friday,2022-12-16 18:09:00,237
1009825,day,friday,2022-12-16 16:56:54,243
1009725,day,friday,2022-12-16 15:12:26,311
1009394,evening,thursday,2022-12-15 21:30:48,463
1009170,day,thursday,2022-12-15 15:10:04,446
1008669,day,wednesday,2022-12-14 16:05:51,621
1008199,day,tuesday,2022-12-13 17:09:00,726
1008070,day,tuesday,2022-12-13 15:44:14,279
1008019,day,tuesday,2022-12-13 15:12:59,402
1007920,day,tuesday,2022-12-13 12:59:31,167
1007568,evening,monday,2022-12-12 19:10:40,213
1007308,day,monday,2022-12-12 14:00:36,553
1006949,day,sunday,2022-12-11 13:16:25,1131
1006673,day,saturday,2022-12-10 12:07:56,587
1006312,day,friday,2022-12-09 14:42:32,620
1005799,day,thursday,2022-12-08 17:11:44,525
1005710,day,thursday,2022-12-08 15:47:10,147
1005631,day,thursday,2022-12-08 14:31:52,159
1005255,night,thursday,2022-12-08 01:03:09,284
1005253,night,thursday,2022-12-08 00:58:05,615
1005239,night,thursday,2022-12-08 00:08:39,266
1004704,day,tuesday,2022-12-06 16:40:13,316
1004620,day,tuesday,2022-12-06 15:22:53,204
1004431,day,tuesday,2022-12-06 12:21:21,283
1004190,evening,monday,2022-12-05 20:22:43,651
1004099,evening,monday,2022-12-05 19:02:06,647
1004030,day,monday,2022-12-05 17:37:48,379
1002547,evening,friday,2022-12-02 18:57:57,578
1002478,evening,friday,2022-12-02 18:21:08,1029
1002456,evening,friday,2022-12-02 18:02:42,2089
1001872,day,thursday,2022-12-01 15:15:29,528
1001724,morning,thursday,2022-12-01 11:08:15,216
1001268,day,wednesday,2022-11-30 14:06:56,591
1001258,day,wednesday,2022-11-30 13:50:59,490
1000934,evening,tuesday,2022-11-29 18:03:02,342
1000826,day,tuesday,2022-11-29 15:52:37,260
1000823,day,tuesday,2022-11-29 15:42:41,378
1000498,day,monday,2022-11-28 16:48:03,189
1000007,day,sunday,2022-11-27 16:40:57,720
999871,morning,sunday,2022-11-27 10:30:01,765
999692,day,saturday,2022-11-26 17:02:18,599
999661,day,saturday,2022-11-26 15:45:40,288
999622,day,saturday,2022-11-26 13:51:41,169
999176,day,friday,2022-11-25 13:59:00,215
999134,day,friday,2022-11-25 13:25:37,386
998543,morning,thursday,2022-11-24 09:47:04,434
997988,day,wednesday,2022-11-23 13:41:58,1109
997297,day,tuesday,2022-11-22 13:08:00,602
997282,day,tuesday,2022-11-22 12:49:28,158
996890,day,monday,2022-11-21 16:24:36,457
996848,day,monday,2022-11-21 15:43:19,704
996554,day,sunday,2022-11-20 13:30:44,568
996273,day,saturday,2022-11-19 14:59:00,352
995959,day,friday,2022-11-18 17:04:10,182
995935,day,friday,2022-11-18 16:31:44,804
995788,day,friday,2022-11-18 13:28:49,527
995653,morning,friday,2022-11-18 10:11:51,200
995371,day,thursday,2022-11-17 17:31:07,159
995363,day,thursday,2022-11-17 17:15:16,133
995311,day,thursday,2022-11-17 15:44:55,409
994620,day,wednesday,2022-11-16 16:51:12,327
994416,morning,wednesday,2022-11-16 11:51:46,98
993953,day,tuesday,2022-11-15 13:27:09,288
993660,evening,monday,2022-11-14 20:00:11,315
993473,day,monday,2022-11-14 17:07:38,712
993072,day,sunday,2022-11-13 15:57:00,364
992998,day,sunday,2022-11-13 14:23:06,838
992699,day,saturday,2022-11-12 12:15:00,366
992310,day,friday,2022-11-11 12:38:00,215
992296,day,friday,2022-11-11 12:15:29,151
992026,evening,thursday,2022-11-10 18:30:16,511
991820,day,thursday,2022-11-10 12:50:16,218
991363,morning,wednesday,2022-11-09 11:37:49,321
991066,day,tuesday,2022-11-08 16:01:19,227
990917,day,tuesday,2022-11-08 12:41:00,2801
990632,day,monday,2022-11-07 17:47:58,699
990529,day,monday,2022-11-07 14:26:31,635
990221,day,sunday,2022-11-06 16:07:53,915
990127,day,sunday,2022-11-06 13:26:13,252
989953,day,saturday,2022-11-05 15:17:16,124
989887,day,saturday,2022-11-05 13:02:40,350
989680,day,friday,2022-11-04 16:39:26,385
989467,morning,friday,2022-11-04 10:15:42,1238
989363,evening,thursday,2022-11-03 20:34:46,500
989259,day,thursday,2022-11-03 16:08:12,436
989134,day,thursday,2022-11-03 12:59:11,237
988924,day,wednesday,2022-11-02 13:59:42,304
988863,morning,wednesday,2022-11-02 10:47:49,145
988755,evening,tuesday,2022-11-01 19:50:55,306
988271,day,monday,2022-10-31 14:04:44,463
987976,day,sunday,2022-10-30 14:15:17,408
987928,day,sunday,2022-10-30 12:49:03,465
987784,day,saturday,2022-10-29 15:14:00,255
987766,day,saturday,2022-10-29 13:31:31,226
987442,day,friday,2022-10-28 17:37:00,347
987408,day,friday,2022-10-28 17:05:04,265
987360,day,friday,2022-10-28 16:13:56,277
986844,day,thursday,2022-10-27 16:09:13,392
986839,day,thursday,2022-10-27 15:59:48,511
986479,day,wednesday,2022-10-26 16:12:24,509
986207,evening,tuesday,2022-10-25 20:17:00,351
986007,day,tuesday,2022-10-25 12:46:44,449
985289,day,sunday,2022-10-23 14:10:00,413
985226,day,sunday,2022-10-23 12:20:00,1343
985081,day,saturday,2022-10-22 16:37:27,205
984570,day,thursday,2022-10-20 14:13:41,341
984544,day,thursday,2022-10-20 13:23:01,363
984201,evening,tuesday,2022-10-18 18:44:59,359
984011,day,tuesday,2022-10-18 12:42:39,357
983338,day,saturday,2022-10-15 12:22:20,578
982985,day,thursday,2022-10-13 17:06:12,334
982779,morning,thursday,2022-10-13 10:21:07,161
982453,day,wednesday,2022-10-12 12:30:56,218
982360,morning,wednesday,2022-10-12 09:37:22,273
982179,day,tuesday,2022-10-11 15:23:45,169
981797,day,monday,2022-10-10 15:42:31,376
981338,day,friday,2022-10-07 16:50:37,280
981251,day,friday,2022-10-07 15:09:23,212
981232,day,friday,2022-10-07 14:16:18,294
980872,day,thursday,2022-10-06 15:13:02,638
980730,morning,thursday,2022-10-06 10:42:22,424
980427,day,wednesday,2022-10-05 15:09:51,492
980251,morning,wednesday,2022-10-05 10:36:59,353
980033,day,tuesday,2022-10-04 15:02:42,619
979993,day,tuesday,2022-10-04 14:04:00,221
979570,evening,monday,2022-10-03 18:22:42,598
979506,day,monday,2022-10-03 17:18:11,751
979139,day,sunday,2022-10-02 16:55:40,276
979113,day,sunday,2022-10-02 15:22:51,312
978778,day,saturday,2022-10-01 15:59:39,973
978531,evening,friday,2022-09-30 18:52:15,520
977528,day,tuesday,2022-09-27 13:57:00,529
977234,day,monday,2022-09-26 17:01:23,331
977205,day,monday,2022-09-26 16:26:00,568
976902,day,sunday,2022-09-25 16:11:25,288
976878,day,sunday,2022-09-25 14:47:45,242
976485,day,friday,2022-09-23 16:13:03,381
976297,morning,friday,2022-09-23 10:01:40,390
976064,day,thursday,2022-09-22 15:56:39,425
975411,day,wednesday,2022-09-21 13:54:55,295
975091,day,tuesday,2022-09-20 13:35:04,249
974399,day,sunday,2022-09-18 14:45:20,569
974206,day,saturday,2022-09-17 12:23:45,219
974011,evening,friday,2022-09-16 19:24:03,385
973992,evening,friday,2022-09-16 19:01:27,362
